,name,txt,compound,pos,neu,neg,timestamp
348,Fox News,Key witness in casino fraud case found dead in creek https://t.co/I9sBIowWqf,-0.8442,0.0,0.526,0.474,
349,Fox News,Hurricane Florence puts 10M in crosshairs for historic surge; makes move toward Carolinas https://t.co/sfCUVX099M,0.0,0.0,1.0,0.0,
350,Fox News,Hurricane Florence's path: Track the storm here https://t.co/Cxaz1UgvYG,0.0,0.0,1.0,0.0,
351,Fox News,.@GovMikeHuckabee: “Peter Strzok has already disgraced himself.” https://t.co/16pOSrJorr,-0.4588,0.0,0.7,0.3,
352,Fox News,".@nikkihaley on @POTUS' foreign policy: ""We are no longer going to give money to people who are against the U.S.""… https://t.co/Ab2Ppzj89a",-0.296,0.0,0.901,0.099,
353,Fox News,Georgia teen praised for saving two co-workers stabbed during robbery https://t.co/wxvLdyGXI0,0.0772,0.212,0.596,0.192,
354,Fox News,"Anheuser-Busch sending 300,000 cans of water to #HurricaneFlorence victims https://t.co/n7yP0YLCJK",-0.3182,0.0,0.796,0.204,
355,Fox News,".@nikkihaley on @POTUS' Iran policy: ""Nothing is going to fix Iran until Iran fixes itself."" #SpecialReport… https://t.co/O2rHoY77fM",0.0,0.0,1.0,0.0,
356,Fox News,"The Carolina coast is bracing for #HurricaneFlorence. @RickLeventhal is live in Wrightsville Beach, N.C. with how r… https://t.co/r1uosTu6GD",0.0,0.0,1.0,0.0,
357,Fox News,"Former @FEMA Administrator Paulison: “When things are down, Americans pitch in. That’s what I’m very proud of. We’r… https://t.co/8k75W0LFbM",0.5256,0.159,0.841,0.0,
358,Fox News,OPINION: Marc Thiessen: Democrats like to talk about Trump breaking norms. Now Obama is https://t.co/YP9oiZULF3,0.3612,0.152,0.848,0.0,
359,Fox News,Pima County Sheriff Mark Napier: “It isn’t about the issue of illegal immigration in as much as it’s about public s… https://t.co/YcTYcKsblo,-0.5574,0.0,0.854,0.146,
360,Fox News,Alabama pastor cuts up Nikes during sermon in Kaepernick protest https://t.co/yFQx8WFMVE,-0.4939,0.0,0.682,0.318,
361,Fox News,John Fund: NH Primary sets up House race that will make history https://t.co/rqFyHmAL2D,0.6037,0.247,0.753,0.0,
362,Fox News,"""I can hear you! The rest of the world hears you…and the people who knocked these buildings down will hear all of u… https://t.co/1Z4G90A2TH",0.0,0.0,1.0,0.0,
363,Fox News,.@RepScottTaylor on preparing for Hurricane Florence @foxnewsnight https://t.co/bIrCxjZ25w,0.0,0.0,1.0,0.0,
364,Fox News,".@Mark_Penn: ""There doesn't seem to be either a Democratic message, or particularly a Republican message as we go i… https://t.co/PxApkT1NHa",0.0,0.0,1.0,0.0,
365,Fox News,Hurricane Florence to trigger mudslides? Why the storm's potential effect has scientists on edge. https://t.co/pjm887Btih,0.0,0.0,1.0,0.0,
366,Fox News,Millions of people in the Carolinas and Virginia are bracing for Hurricane Florence; @RickLeventhal is in Wrightsvi… https://t.co/cocq2kGIiQ,0.0,0.0,1.0,0.0,
367,Fox News,".@POTUS on Hurricane Florence: ""We're as ready as anybody's ever been."" https://t.co/pSvkyPPl6d https://t.co/ZTTU2utUtu",0.3612,0.172,0.828,0.0,
368,Fox News,"Michigan Senate candidate @JohnJamesMI remembers the attacks 17 years later: “I went to West Point, and we didn’t k… https://t.co/X8evJ7FgLy",-0.4404,0.0,0.868,0.132,
369,Fox News,".@POTUS: “Today we also think of the more than 200,000 service members now serving overseas, and we think of every… https://t.co/75ErYhdY2z",0.0,0.0,1.0,0.0,
370,Fox News,"As 9/11 victims continue to come forward, officials and advocates fear Compensation Fund may dry up https://t.co/YekbGBdiYs",-0.6705,0.0,0.732,0.268,
371,Fox News,Stuart Varney: “The economy really started to pick up steam when the president deregulated industry and when the pr… https://t.co/efKMTiBDB1,0.0,0.0,1.0,0.0,
372,Fox News,TO THE RESCUE: A fawn stuck in a fence was freed after a little help from a friend. https://t.co/4GYGv84TEy,0.8772,0.502,0.415,0.083,
373,Fox News,.@WhiteHouseCEA Chairman Kevin Hassett discusses the state of recent economic trends and the impact of President… https://t.co/zooUEQDgqQ,0.0,0.0,1.0,0.0,
374,Fox News,".@BrianBrenberg: ""This has been a blue-collar recovery...That's the kind of evidence that has voters in these place… https://t.co/rOHygjU8Qb",0.0,0.0,1.0,0.0,
375,Fox News,Trump's Star Returns to Hollywood Walk of Fame After Being Smashed by Vandal. https://t.co/5rKHFjtUco,0.4404,0.182,0.818,0.0,
376,Fox News,Oscar De La Hoya says he's 'very seriously' considering a presidential run. (via @MRichardson713) https://t.co/9WngzPC611,-0.2484,0.0,0.867,0.133,
377,Fox News,"Airlines and cruise ships are preparing for Hurricane Florence, which is now a massive Category 4 storm. @SusanLiTV… https://t.co/GZqRyuO4l9",0.0,0.0,1.0,0.0,
378,Fox News,OPINION: Rosh Hashana has a message for people of all faiths https://t.co/0I5rjwyTBY,0.4215,0.219,0.781,0.0,
379,Fox News,"Hurricane Helene strengthens off coast of Africa, churns in Atlantic https://t.co/X7AUiqQLNi",0.4588,0.231,0.769,0.0,
380,Fox News,Hurricane Florence could cause catastrophic damage to the Southeast and Mid-Atlantic while Olivia will impact Hawai… https://t.co/jSGAAVbqXs,-0.7506,0.0,0.701,0.299,
381,Fox News,"Peter Morici: ""Income inequality is narrowing now that the Republicans are creating an opportunity economy.""… https://t.co/uXsmmxg0BI",0.6124,0.263,0.737,0.0,
382,Fox News,"Ahead of the 17th anniversary of 9/11, the 'Tower of Voices' was erected in Shanksville, Pennsylvania, by the… https://t.co/qI8ZEmHVrC",0.0,0.0,1.0,0.0,
383,Fox News,"Syria's Assad approves gas attack in Idlib despite warning, report says https://t.co/bkSQgD25ud",0.162,0.281,0.535,0.184,
384,Fox News,"Florence strengthens into a hurricane, threatens to hit Southeast US https://t.co/fKABDcV6ml https://t.co/MYVS2x49l0",0.1027,0.205,0.616,0.178,
385,Fox News,"Rochelle Sykes, aunt of teen murdered in Chicago: ""He wasn't in a gang, he didn't do drugs. What is it that he coul… https://t.co/AJnyEkU6yi",-0.6597,0.0,0.833,0.167,
386,Fox News,Shark attacks 23-year-old surfer at Hawaii beach. https://t.co/t9i5ExcQtX,-0.4404,0.0,0.707,0.293,
387,Fox News,".@KatiePavlich on fallout of anonymous NYT op-ed: ""Politically, I don't think it was damaging at all."" #FNS https://t.co/WoBlvhrNVk",-0.5106,0.0,0.829,0.171,
388,Fox News,"TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest @jonvoight - Tune in at 10p ET o… https://t.co/rvdlUEqJMy",0.0946,0.173,0.711,0.116,
389,Fox News,OPINION: National Truck Driver Appreciation Week: Let’s celebrate those who supply our lives and strengthen the eco… https://t.co/f4UNIAtELj,0.8519,0.383,0.617,0.0,
390,Fox News,TODAY: @VP Mike Pence joins Chris Wallace for an interview on @FoxNewsSunday. Check your local listings and tune in… https://t.co/n3PlDcHCAo,0.0,0.0,1.0,0.0,
391,Fox News,".@KatiePavlich: ""Being conservative is really just about making your own decisions, deciding on your own future and… https://t.co/d8YERuacbi",0.0,0.0,1.0,0.0,
392,Fox News,".@RepDeSantis: “If you have problems serving in the administration, the honorable thing to do is to tender your res… https://t.co/K7yz5cAVPj",0.2023,0.145,0.744,0.112,
393,Fox News,.@POTUS Considers Using Military to Build Wall https://t.co/2NbRwTvcBP,0.0,0.0,1.0,0.0,
394,Fox News,SUNDAY: @VP Mike Pence joins Chris Wallace for an interview on @FoxNewsSunday. Check your local listings and tune i… https://t.co/GMocs5pjxU,0.0,0.0,1.0,0.0,
395,Fox News,"In a special @IngrahamAngle town hall, Laura Ingraham delves into the reasons behind the staggering levels of viole… https://t.co/Or7vWMBZd1",0.4019,0.137,0.863,0.0,
396,Fox News,"Tiffany Cross on the midterms: ""The American people certainly fell for @realDonaldTrump once. I don't know that tha… https://t.co/m63yggDXKO",0.34,0.124,0.876,0.0,
397,Fox News,"Earlier, President @realDonaldTrump touted the economy while saying the country has ""tremendous future potential."" https://t.co/EhrZImC9uC",-0.0516,0.0,0.921,0.079,
398,Fox News,Left wing fumes at Dem leaders over Kavanaugh: 'You are failing us' https://t.co/gQxJ2wzhQu,-0.5267,0.0,0.714,0.286,
399,Fox News,.@SebGorka: “[Barack Obama’s] whole 8 year presidency was an embarrassment when it comes to everything from the eco… https://t.co/s1Lhd5Vym4,-0.4404,0.0,0.854,0.146,
